intensity,readability,perplexity,lex_diversity,readability_label,lex_diversity_label,perplexity_label
1,-21.307720664589795,322.296875,0.6844444444444444,bad,good,good
2,-47.06189956331875,425.7482604980469,0.7130801687763713,bad,good,good
3,-22.75530357142856,170.71957397460938,0.6192468619246861,bad,good,good
4,-7.655387313650948,18.36504364013672,0.5056818181818182,bad,good,good
5,-52.9898282548476,1009.54443359375,0.651595744680851,bad,good,bad
1,-53.39117865429233,683.0720825195312,0.5067873303167421,bad,good,bad
2,-6.059014336917528,357.0234375,0.6426426426426426,bad,good,good
3,-7.36259549071616,272.3526306152344,0.6574307304785895,bad,good,good
4,-10.788207617625062,633.541748046875,0.6318785578747628,bad,good,bad
5,18.841683206106893,46.7517204284668,0.4376470588235294,good,bad,good
1,-38.15816065781152,187.9155120849609,0.4313725490196078,bad,bad,good
2,-13.863857296137326,328.7078552246094,0.4480151228733459,bad,bad,good
3,13.322762056596275,199.82717895507807,0.3895705521472393,good,bad,good
4,9.970357142857182,71.24969482421875,0.5459317585301837,good,good,good
5,-90.80239492938573,559.1865844726562,0.2300224047796863,bad,bad,bad
1,-46.09919683257915,662.4644775390625,0.2965440356744704,bad,bad,bad
2,24.68388303477346,393.91693115234375,0.5838779956427015,good,good,good
3,4.766434044882317,450.4704284667969,0.5981087470449172,good,good,good
4,25.2388490249848,523.1721801757812,0.4911971830985915,good,good,bad
5,2.309423994038781,459.7945556640625,0.3988439306358382,good,bad,good
1,30.48775510204084,140.68719482421875,0.5352564102564102,good,good,good
2,-4.052552614449979,342.6857604980469,0.3275462962962963,bad,bad,good
3,1.340806451612906,62.27317428588867,0.5445544554455446,good,good,good
4,-1.4475963759104502,141.3663787841797,0.6047008547008547,good,good,good
5,40.19014819779565,29.17381858825684,0.4735576923076923,good,bad,good
1,-33.97341501081024,461.3655090332031,0.3326015367727771,bad,bad,good
2,-3.14076675849401,226.5684356689453,0.5651340996168582,good,good,good
3,16.1202857142857,185.2733459472656,0.6864406779661016,good,good,good
4,-13.306587826841708,363.5148620605469,0.5230978260869565,bad,good,good
5,8.419421052631606,125.06332397460938,0.5476190476190477,good,good,good
1,-12.077963039867116,395.5308837890625,0.7484472049689441,bad,good,good
2,-32.051835443037945,505.8442077636719,0.5147744945567652,bad,good,good
3,13.74066176470592,263.71466064453125,0.5778688524590164,good,good,good
4,29.23795546558705,20.69067001342773,0.5291005291005291,good,good,good
5,7.788846153846165,611.3574829101562,0.6348314606741573,good,good,bad
1,-27.286905503634472,599.9345092773438,0.6148282097649186,bad,good,bad
2,4.23504158004161,35.79386901855469,0.56656346749226,good,good,good
