intensity,readability,perplexity,lex_diversity,readability_label,lex_diversity_label,perplexity_label
1,-0.4535975609755951,11.257741928100586,0.4748010610079575,good,bad,good
2,-18.423392461197324,28.393409729003903,0.575,bad,good,good
3,-20.45075898389092,372.2658081054688,0.7420494699646644,bad,good,good
4,-82.97608108108105,440.7228088378906,0.8031496062992126,bad,good,good
5,-114.96088395904434,585.9210815429688,0.4352941176470588,bad,bad,bad
1,-19.6240217391304,390.6641845703125,0.3405994550408719,bad,bad,good
2,25.67640160453047,9.271924018859863,0.3543689320388349,good,bad,good
3,-32.702764986105564,228.5666961669922,0.5307692307692308,bad,good,good
4,-8.540019284336779,82.40010833740234,0.5518072289156627,bad,good,good
5,-57.38589743589742,450.5030822753906,0.6692913385826772,bad,good,good
1,17.32565789473685,348.642578125,0.3675310033821871,good,bad,good
2,13.966699951760743,518.0824584960938,0.2900494001411433,good,bad,bad
3,36.70391346621295,17.27977752685547,0.4595959595959596,good,bad,good
4,-6.453044503389293,296.1869812011719,0.6025316455696202,bad,good,good
5,-85.67176063303654,1242.50244140625,0.7813411078717201,bad,good,bad
1,-2.1270718122140124,84.14289855957031,0.4885654885654886,bad,bad,good
2,-17.517378991475198,569.2424926757812,0.3854033290653009,bad,bad,bad
3,34.310031601123626,32.55608367919922,0.4710743801652892,good,bad,good
4,-38.91758333333331,391.4137573242188,0.4976958525345622,bad,good,good
5,-29.395421348314585,392.4586486816406,0.6482939632545932,bad,good,good
1,27.202604918890643,110.66653442382812,0.4690647482014388,good,bad,good
2,-11.45940191387558,261.6756591796875,0.7004504504504504,bad,good,good
3,27.00600000000003,101.16464233398438,0.5714285714285714,good,good,good
4,54.96011976047906,15.355067253112791,0.4932975871313673,good,good,good
5,-50.01178297546011,424.7471923828125,0.7303149606299213,bad,good,good
1,-56.057231240428735,565.5585327148438,0.2016048144433299,bad,bad,bad
2,-126.10716098864393,734.4462280273438,0.5196850393700787,bad,good,bad
3,18.59140151515152,67.42893981933594,0.4359550561797752,good,bad,good
4,-18.766712328767117,900.0631713867188,0.5626666666666666,bad,good,bad
5,-94.17643459915604,874.6024169921875,0.7042682926829268,bad,good,bad
1,-5.6785669502910565,499.6389770507813,0.3495238095238095,bad,bad,bad
2,-48.68848589743588,481.3840026855469,0.2039951573849878,bad,bad,good
3,43.25792307692308,33.922664642333984,0.6066066066066066,good,good,good
4,-76.90460480810029,248.71563720703125,0.0475484747437322,bad,bad,good
5,46.79307456140352,393.23284912109375,0.562992125984252,good,good,good
1,-26.23920099875156,386.2470397949219,0.5833333333333334,bad,good,good
2,11.692559543777264,45.81995391845703,0.5757575757575758,good,good,good
3,-34.39193839541542,159.38307189941406,0.5631578947368421,bad,good,good
4,-93.61572085889568,713.6870727539062,0.530920060331825,bad,good,bad
5,-116.40703553299488,868.2672119140625,0.6026490066225165,bad,good,bad
1,33.45901745313512,33.5406379699707,0.5461346633416458,good,good,good
2,-0.1377999999999701,43.98805618286133,0.5349264705882353,good,good,good
3,10.94218390804599,451.679443359375,0.6008771929824561,good,good,good
4,-72.48475250131646,839.3076171875,0.4277456647398844,bad,bad,bad
5,2.2906777493606114,59.667274475097656,0.4924731182795699,good,good,good
1,22.615344827586227,12.430063247680664,0.461340206185567,good,bad,good
2,11.9304647763812,24.00252914428711,0.5085227272727273,good,good,good
3,19.88526011560694,69.99154663085938,0.6702127659574468,good,good,good
4,-0.4989215686274235,126.67149353027344,0.6216216216216216,good,good,good
5,-78.41192307692302,621.2568359375,0.6633165829145728,bad,good,bad
1,12.495828377230254,195.7350616455078,0.6441176470588236,good,good,good
2,-57.03343639700688,713.4498901367188,0.4544319600499376,bad,bad,bad
3,39.35401315789477,33.51887130737305,0.5160256410256411,good,good,good
4,-63.84310144927534,852.885498046875,0.4423251589464123,bad,bad,bad
5,-59.853707253886,709.5757446289062,0.6790540540540541,bad,good,bad
1,-42.43924041811846,302.11328125,0.68561872909699,bad,good,good
2,-48.89819597989947,697.3753051757812,0.5585365853658537,bad,good,bad
3,1.845826446280995,150.43099975585938,0.6627906976744186,good,good,good
4,8.18684782608696,826.0728149414062,0.5517241379310345,good,good,bad
5,7.706050420168083,63.37344741821289,0.6301369863013698,good,good,good
1,32.91231418918923,37.79741668701172,0.4788029925187032,good,bad,good
2,11.659204545454571,153.8267822265625,0.5794392523364486,good,good,good
3,-20.248782467532465,274.1979064941406,0.5705394190871369,bad,good,good
4,-10.800454545454528,221.74009704589844,0.7361702127659574,bad,good,good
5,-56.56249999999994,286.7850341796875,0.754325259515571,bad,good,good
1,2.841698943661981,326.21063232421875,0.6675531914893617,good,good,good
2,-105.08723799982572,543.71240234375,0.2759002770083102,bad,bad,bad
3,-203.74207605985035,573.3624877929688,0.4212454212454212,bad,bad,bad
4,-46.422822580645146,780.714599609375,0.2454068241469816,bad,bad,bad
5,-25.194631323501937,277.9700622558594,0.6227897838899804,bad,good,good
1,41.46277312390927,26.849756240844727,0.5275779376498801,good,good,good
2,41.10571895424837,17.84514045715332,0.4455958549222797,good,bad,good
3,-58.3920024445608,617.2960815429688,0.2087855297157622,bad,bad,bad
4,25.22597579143391,24.442686080932617,0.5311720698254364,good,good,good
5,18.46529220779223,24.91693115234375,0.4724409448818897,good,bad,good
1,16.31714175654855,615.616455078125,0.4467741935483871,good,bad,bad
2,-8.24738229755178,574.9780883789062,0.6441717791411042,bad,good,bad
3,12.222229729729747,35.83542251586914,0.5680628272251309,good,good,good
4,33.574564516129044,310.3795166015625,0.6577181208053692,good,good,good
5,15.069705882352965,648.7293701171875,0.3102739726027397,good,bad,bad
1,-57.59010213618154,677.34375,0.5759162303664922,bad,good,bad
2,6.504805194805215,241.67149353027344,0.691747572815534,good,good,good
3,26.57156659765357,17.18406105041504,0.5488126649076517,good,good,good
4,-34.45843397478433,210.7900238037109,0.6890951276102089,bad,good,good
5,-27.30961676034744,210.8619079589844,0.5311542390194075,bad,good,good
1,36.63452776795191,27.515697479248047,0.5979020979020979,good,good,good
2,-2.368983050847419,98.3561782836914,0.6005025125628141,bad,good,good
3,30.7747589562141,21.18523979187012,0.5336322869955157,good,good,good
